SK_ID_CURR,TARGET
100001,0.06415023442647518
100005,0.16583096246712437
100013,0.018192702477879574
100028,0.05090445197532252
100038,0.13457021963502952
100042,0.03565438160238787
100057,0.034191626466602225
100065,0.07677061250659704
100066,0.017269291181051947
100067,0.08680382014756759
100074,0.07494418295365819
100090,0.09821015731967236
100091,0.1283812633568497
100092,0.08055811702925383
100106,0.06830525347813161
100107,0.11741558887461444
100109,0.07531353917695562
100117,0.03809125164039203
100128,0.08779083784572715
100141,0.02935025280043468
100150,0.029086385457846482
100168,0.013412977345543376
100169,0.05905680234873407
100170,0.061352073894908425
100171,0.03781582297528181
100172,0.07693431040412647
100184,0.05405615147990376
100187,0.12962966491419553
100212,0.05430562642733104
100222,0.06200989847589631
100223,0.019193999813622516
100232,0.016851064304976227
100241,0.16086480727095895
100245,0.02154272521437316
100253,0.024482853979962395
100256,0.07809828472670292
100271,0.010800087607595165
100278,0.3369395950026492
100280,0.019835192933682657
100306,0.1997276868730217
100311,0.14586320617949297
100312,0.03815655096612001
100330,0.14201662228590453
100331,0.038627352068344833
100352,0.1528571309882561
100358,0.07184986870608057
100367,0.031015899948004796
100382,0.15982905982659873
100384,0.10775791285432613
100385,0.10763284382438149
100386,0.04465817007234872
100399,0.02911708157508025
100404,0.06828743796067847
100416,0.01571367781496443
100422,0.15103019407381466
100426,0.02744631322456234
100438,0.03314190811993979
100444,0.14225638989995526
100445,0.20050896675083665
100446,0.08683134212961287
100447,0.01857667715876598
100450,0.046007650798736
100466,0.03351143537800378
100483,0.025157557383301426
100484,0.03445782958962014
100494,0.06827271313951787
100510,0.24164855734862456
100512,0.02091350729191409
100517,0.05224002990187405
100548,0.03062200738042054
100551,0.055422136822266675
100552,0.0891552555672247
100553,0.03148691088252822
100561,0.13402785382650603
100568,0.4448803859196851
100569,0.027516652127443364
100591,0.04782657012536593
100592,0.029068320610977406
100602,0.08846364611091388
100607,0.07353886502891939
100613,0.10825183497006877
100617,0.13923382739467174
100618,0.12983182251582334
100622,0.14873113583458478
100625,0.08018215592402546
100677,0.1480815456941623
100699,0.07102373263970573
100702,0.3238301814876697
100711,0.10581355982050483
100729,0.13314985371243268
100740,0.25644468276115745
100744,0.23696578321728082
100745,0.06937672033868696
100747,0.11709930623909841
100751,0.24390672748680206
100752,0.06909364584418795
100753,0.26116621416318814
100754,0.1773851244733757
100760,0.04256011304624579
100762,0.08013408306174302
100763,0.04765843705108198
100765,0.023204485459680277
100770,0.07060408678562705
100772,0.021563714501108788
100777,0.03747569897622513
100791,0.028137499344058358
100792,0.014079703379722926
100797,0.029609057106848375
100823,0.044312751676324764
100826,0.04918847466346968
100830,0.03122207957306252
100836,0.2926372690433999
100872,0.022346329960977122
100910,0.04990748043919635
100913,0.09540412949486836
100918,0.047704784815399894
100931,0.025974454377814735
100952,0.07421047908422479
100953,0.04378627512351951
100965,0.16039970649615715
100970,0.03245829816360856
100982,0.12252848997809945
100983,0.10018517964992664
100984,0.0637196277435899
100987,0.03828764390023729
100997,0.04560658755175271
100998,0.11092296336133643
101002,0.10577476797331258
101005,0.23177553329831438
101008,0.3447304150166025
101020,0.07594382266670091
101021,0.04188916156088691
101024,0.07413830795013576
101025,0.1734727567270021
101026,0.047536540715543044
