feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13
0.1506849315068493,0.0,0.22222222222222224,0.8,0.0,0.3571428571428571,0.0,1.0,0.0,0.0,0.0,0.39795918367346933,0.29268292682926833,0.0
0.1917808219178082,0.0,0.020202020202020204,0.8666666666666667,0.3333333333333333,0.3571428571428571,0.6000000000000001,0.0,0.0,0.14141414141414144,0.0,0.49999999999999994,0.0,1.0
0.273972602739726,0.0,0.18181818181818182,0.6,0.0,0.2857142857142857,0.4,1.0,1.0,0.0,0.0,0.8061224489795917,0.0,1.0
0.0821917808219178,0.0,0.07070707070707072,0.8,0.3333333333333333,0.5714285714285714,0.2,0.0,0.0,0.0,0.0,0.29591836734693877,0.0,0.0
0.2328767123287671,0.0,0.15151515151515152,0.2,0.0,0.7142857142857142,0.4,0.5,1.0,0.0,0.0,0.44897959183673464,0.4878048780487805,0.0
0.2054794520547945,0.0,0.11111111111111112,0.5333333333333333,0.3333333333333333,0.5,1.0,0.0,1.0,0.0,0.0,0.39795918367346933,0.0,0.0
0.2876712328767123,0.0,0.010101010101010102,0.4,0.0,0.21428571428571427,0.4,0.0,1.0,0.0,0.0,0.49999999999999994,0.0,0.0
0.3561643835616438,0.125,0.18181818181818182,0.8666666666666667,0.16666666666666666,0.2857142857142857,1.0,0.0,0.0,0.0,0.0,0.44897959183673464,0.0,1.0
0.5753424657534245,0.0,0.06060606060606061,0.5333333333333333,0.16666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,0.39795918367346933,0.0,0.0
0.5342465753424657,0.5,0.13131313131313133,0.8,0.0,0.0,0.4,0.0,1.0,0.0,0.0,0.39795918367346933,0.0,1.0
0.3013698630136986,0.0,0.23232323232323235,0.5333333333333333,0.16666666666666666,0.2857142857142857,0.6000000000000001,0.0,1.0,0.0,0.0,0.8061224489795917,0.0,0.0
0.1780821917808219,0.375,0.030303030303030304,0.6,0.0,0.5714285714285714,0.2,0.0,1.0,0.0,0.0,0.39795918367346933,0.0,0.0
0.4246575342465753,0.0,0.15151515151515152,0.4,0.3333333333333333,0.5,1.0,0.0,1.0,0.0,0.0,0.39795918367346933,0.07317073170731708,0.0
0.4246575342465753,0.125,0.17171717171717174,0.7333333333333333,0.0,0.3571428571428571,0.4,0.0,1.0,0.0,0.0,0.39795918367346933,0.0,0.0
0.0958904109589041,0.0,0.10101010101010102,0.8,0.0,0.0,0.4,0.0,1.0,0.0,0.0,0.49999999999999994,0.0,0.0
0.547945205479452,0.375,0.22222222222222224,0.8,0.0,0.3571428571428571,0.4,1.0,1.0,0.0,0.0,0.39795918367346933,0.0,1.0
0.3698630136986301,0.0,0.07070707070707072,0.8666666666666667,0.16666666666666666,0.2857142857142857,1.0,0.0,0.0,0.0,0.0,0.39795918367346933,0.0,0.0
0.410958904109589,0.0,0.020202020202020204,0.9333333333333333,0.0,0.3571428571428571,0.0,0.0,0.0,0.0,0.4367816091954023,0.6020408163265306,0.34146341463414637,1.0
0.4520547945205479,0.375,0.16161616161616163,0.8,0.16666666666666666,0.2857142857142857,0.6000000000000001,0.0,1.0,0.0,0.0,0.5510204081632653,0.0,1.0
0.2054794520547945,1.0,0.19191919191919193,0.2,0.8333333333333333,1.0,0.6000000000000001,0.0,1.0,0.0,0.0,0.39795918367346933,1.0,0.0
0.4246575342465753,0.0,0.09090909090909091,0.5333333333333333,0.0,0.7142857142857142,0.4,0.0,1.0,0.0,0.0,0.39795918367346933,0.0,0.0
0.1643835616438356,0.0,0.06060606060606061,0.6,0.16666666666666666,0.0,0.6000000000000001,0.0,1.0,0.0,0.0,0.5816326530612245,0.0,0.0
0.1506849315068493,0.0,0.11111111111111112,0.6,0.16666666666666666,0.5714285714285714,0.6000000000000001,0.0,0.0,0.0,0.0,0.39795918367346933,0.0,0.0
0.1095890410958904,1.0,0.12121212121212122,0.6,0.3333333333333333,1.0,0.2,0.0,1.0,0.0,0.0,0.39795918367346933,0.0,0.0
0.1917808219178082,0.0,0.20202020202020204,0.8,0.5,0.21428571428571427,0.2,1.0,0.0,0.0,0.0,0.39795918367346933,0.0,0.0
0.0821917808219178,0.0,0.13131313131313133,0.6,0.3333333333333333,0.5,0.6000000000000001,0.0,1.0,0.0,0.0,0.39795918367346933,0.0,0.0
0.8493150684931505,0.0,0.07070707070707072,0.6,0.0,0.3571428571428571,0.8,0.0,1.0,0.0,0.0,0.19387755102040816,0.0,0.0
0.136986301369863,0.0,0.13131313131313133,0.5333333333333333,0.3333333333333333,0.14285714285714285,0.2,0.0,1.0,0.0,0.0,0.39795918367346933,0.4878048780487805,0.0
0.6849315068493149,1.0,0.13131313131313133,0.3333333333333333,0.0,1.0,0.4,0.0,1.0,0.0,0.0,0.01020408163265306,0.0,0.0
0.0136986301369863,0.0,0.20202020202020204,0.4,0.3333333333333333,0.14285714285714285,0.2,0.0,0.0,0.0,0.0,0.21428571428571427,0.0,0.0
0.0136986301369863,0.0,0.29292929292929293,0.5333333333333333,0.3333333333333333,0.21428571428571427,0.6000000000000001,0.0,1.0,0.0,0.0,0.29591836734693877,0.0,0.0
0.3972602739726027,0.0,0.020202020202020204,0.5333333333333333,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.39795918367346933,0.0,0.0
0.5753424657534245,0.0,0.10101010101010102,0.5333333333333333,0.0,0.21428571428571427,0.4,0.0,1.0,0.0,0.0,0.47959183673469385,0.0,0.0
0.3698630136986301,0.0,0.22222222222222224,0.5333333333333333,0.16666666666666666,0.07142857142857142,0.6000000000000001,0.0,0.0,0.14141414141414144,0.0,0.39795918367346933,0.0,1.0
0.4931506849315069,0.0,0.22222222222222224,0.5333333333333333,0.16666666666666666,0.21428571428571427,0.2,0.0,0.0,0.0,0.0,0.3469387755102041,0.0,0.0
0.4383561643835616,0.5,0.17171717171717174,0.5333333333333333,0.0,0.8571428571428571,0.4,0.0,1.0,0.0,0.0,0.39795918367346933,0.0,1.0
0.1780821917808219,0.0,0.020202020202020204,0.26666666666666666,0.3333333333333333,0.21428571428571427,0.6000000000000001,0.0,1.0,0.0,0.0,0.39795918367346933,0.0,0.0
0.547945205479452,0.0,0.16161616161616163,0.6666666666666666,0.0,0.3571428571428571,0.4,0.0,1.0,0.0,0.0,0.39795918367346933,0.0,0.0
0.273972602739726,0.0,0.18181818181818182,0.6,0.16666666666666666,0.07142857142857142,1.0,0.0,0.0,0.0,0.0,0.39795918367346933,0.0,0.0
0.1506849315068493,0.0,0.13131313131313133,0.6,0.16666666666666666,0.5,1.0,1.0,0.0,0.0,0.0,0.24489795918367346,0.0,0.0
0.1643835616438356,0.5,0.07070707070707072,0.6,0.3333333333333333,0.42857142857142855,0.6000000000000001,0.0,1.0,0.0,0.0,0.49999999999999994,0.0,0.0
0.273972602739726,0.0,0.12121212121212122,0.6,0.0,0.21428571428571427,0.4,0.0,1.0,0.0,0.0,0.47959183673469385,0.0,1.0
0.8082191780821917,0.0,0.07070707070707072,0.8666666666666667,0.0,0.2857142857142857,0.4,0.0,1.0,0.0,0.0,0.39795918367346933,0.0,1.0
0.410958904109589,0.125,0.09090909090909091,0.8666666666666667,0.3333333333333333,0.3571428571428571,0.6000000000000001,0.0,0.0,0.0,0.0,0.49999999999999994,0.0,0.0
0.0410958904109589,0.0,0.11111111111111112,0.6,0.3333333333333333,0.0,0.2,0.0,0.0,0.0,0.0,0.39795918367346933,0.0,0.0
0.0,1.0,0.19191919191919193,0.3333333333333333,0.3333333333333333,1.0,0.2,0.0,0.0,0.3434343434343435,0.0,0.31632653061224486,0.0,0.0
0.1917808219178082,0.5,0.12121212121212122,0.5333333333333333,0.3333333333333333,0.5714285714285714,0.6000000000000001,0.0,0.0,0.0,0.0,0.39795918367346933,0.0,0.0
0.3424657534246575,0.0,0.07070707070707072,0.5333333333333333,0.0,0.42857142857142855,0.4,0.0,1.0,0.0,0.0,0.39795918367346933,0.0,0.0
0.0958904109589041,0.0,0.2828282828282829,0.8,0.3333333333333333,0.21428571428571427,0.8,0.0,1.0,0.0,0.0,0.39795918367346933,0.0,0.0
0.5342465753424657,0.125,0.21212121212121213,0.5333333333333333,0.0,0.14285714285714285,0.4,0.0,1.0,0.0,0.42528735632183906,0.49999999999999994,0.0975609756097561,1.0
0.5342465753424657,0.25,0.19191919191919193,0.6,0.0,0.21428571428571427,0.4,0.0,1.0,0.0,0.0,0.49999999999999994,0.0,0.0
0.5205479452054793,0.0,0.15151515151515152,0.6,0.0,0.21428571428571427,0.4,0.0,1.0,0.0,0.0,0.5612244897959183,0.0,0.0
0.0684931506849315,0.0,0.06060606060606061,0.5333333333333333,0.3333333333333333,0.07142857142857142,0.6000000000000001,0.0,1.0,0.0,0.0,0.4081632653061224,0.0,0.0
